ref_source_normalized,url_entrada_normalized,sessions
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2635/High%20School/detail-grade/3405/Algebra-%20Creating%20Equations,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2635/High%20School/detail-grade/3387/Number%20and%20Quantity-%20Vector%20and%20Matrix%20Quantities,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2635/High%20School/detail-grade/2983/Biological%20Evolution:%20Unity%20and%20Diversity,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2635/High%20School/detail-grade/2979/Heredity:%20Inheritance%20and%20Variation%20of%20Traits,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2635/High%20School/detail-grade/2860/Energy,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2632/Middle%20School/detail-grade/2710/Earth%E2%80%99s%20Place%20in%20the%20Universe,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2632/Middle%20School/detail-grade/2700/Biological%20Evolution:%20Unity%20and%20Diversity,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2632/Middle%20School/detail-grade/2684/%20Heredity:%20Inheritance%20and%20Variation,1
Direct/Unknown,https://cloudlabslearning.com/es/como-se-puede-potenciar-el-aprendizaje-activo-con-cloudlabs,1
Direct/Unknown,https://cloudlabslearning.com/es/cloudlabs-presente-en-senasoft,1
Direct/Unknown,https://cloudlabslearning.com/error/500,1
Direct/Unknown,https://cloudlabslearning.com/error-invitation/request,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/state-list/233,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/8285/Oklahoma/detail-curriculum/8287/Mathematics/detail-grade/8311/Grade%204,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/8285/Oklahoma/detail-curriculum/8286/Sciences/detail-grade/8296/Grade%203,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/8285/Oklahoma,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/detail-country/87/United%20States/detail-curriculum/119/Next%20Generation%20Science%20Standards/detail-grade/568/Earth%20and%20Space%20Science%20(ESS),1
Direct/Unknown,https://cloudlabslearning.com/curriculum/detail-country/87/United%20States/detail-curriculum/119/Next%20Generation%20Science%20Standards/detail-grade/165/Life%20Science%20(LS),1
Direct/Unknown,https://cloudlabslearning.com/curriculum/detail-country/87/United%20States,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/detail-country/87/Estados%20Unidos/detail-curriculum/119/Next%20Generation%20Science%20Standards/detail-grade/568/Earth%20and%20Space%20Science%20(ESS),1
Direct/Unknown,https://cloudlabslearning.com/curriculum/detail-country/87/Estados%20Unidos/detail-curriculum/119/Next%20Generation%20Science%20Standards/detail-grade/3120/Grade%205,1
Direct/Unknown,https://cloudlabslearning.com/es_co,1
Direct/Unknown,https://cloudlabslearning.com/es/terminos-y-condiciones,1
Direct/Unknown,https://cloudlabslearning.com/es/secuencias-didacticas-herramientas-clave-para-el-aprendizaje,1
Direct/Unknown,https://cloudlabslearning.com/es/profesores-en-metepec-mexico-exploran-cloudlabs,1
Direct/Unknown,https://cloudlabslearning.com/es/pensamiento-computacional-programacion-y-robotica,1
Direct/Unknown,https://cloudlabslearning.com/es/metaverso-en-la-educacion,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2635/High%20School/detail-grade/3433/Statistics%20and%20Probability-Making%20Inferences,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2635/High%20School/detail-grade/3412/Functions-%20Interpreting%20Functions,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/025fa729-9ecb-44d2-bb32-986a32b65a44,1
Direct/Unknown,https://cloudlabslearning.com/.well-known/change-password,1
https://store.cloudlabslearning.com/,https://cloudlabslearning.com/about-cloudlabs,1
Direct/Unknown,https://cloudlabslearning.com/join-us,1
Direct/Unknown,https://cloudlabslearning.com/jobs,1
Direct/Unknown,https://cloudlabslearning.com/integrative-projects-a-strategy-for-the-development-of-skills-for-the-21st-century,1
Direct/Unknown,https://cloudlabslearning.com/institutions-pricing,1
Direct/Unknown,https://cloudlabslearning.com/institutions,1
Direct/Unknown,https://cloudlabslearning.com/how-does-cloudlabs-achieve-curriculum-integration,1
Direct/Unknown,https://cloudlabslearning.com/homeschool-for-parents,1
Direct/Unknown,https://cloudlabslearning.com/higher-education-cl,1
Direct/Unknown,https://cloudlabslearning.com/gallery,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/detail-country/87/United%20States/detail-curriculum/178/Common%20Core%20State%20Standards/detail-grade/868/Statistics%20and%20Probability,1
Direct/Unknown,https://cloudlabslearning.com/es/educacionsuperiorcl,1
Direct/Unknown,https://cloudlabslearning.com/es/educacion-superior-cl,1
Direct/Unknown,https://cloudlabslearning.com/es/educacion-basica,1
Direct/Unknown,https://cloudlabslearning.com/es/como-trabajar-la-creatividad-en-el-aula,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/f8eb34a5-d7a4-4940-b3a1-d4ecebefe219,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/e02d496d-eb41-4d64-b861-708bf299791b,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/dd702428-6c80-434f-8945-3021ae312ff9,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/db78a113-0178-486d-b48b-2060b6394e04,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/d758afb1-29a0-45a1-a138-f5d94b733dae,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/d60ab521-15a2-4ffa-bcb8-ad9cc97dd177,1
Direct/Unknown,https://cloudlabslearning.com/commercial-team,1
Direct/Unknown,https://cloudlabslearning.com/cloudlabs-virtual-stem-trade-shows-usa,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/0480289d-50e7-416e-b772-7d6a232de428,1
Direct/Unknown,https://cloudlabslearning.com/features,1
Direct/Unknown,https://cloudlabslearning.com/events,1
Direct/Unknown,https://cloudlabslearning.com/pt/home-pt,1
Direct/Unknown,https://cloudlabslearning.com/pt/abordagem-pedagogica,1
Direct/Unknown,https://cloudlabslearning.com/products,1
Direct/Unknown,https://cloudlabslearning.com/pricing,1
Direct/Unknown,https://cloudlabslearning.com/price,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/755ff3db-5c73-4da2-a1b8-c658d0ddbc2f,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/6f83334b-00d5-419a-bf46-faf561261315,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/689ae21b-2f84-4915-9353-297bb1fe9077,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/680dd94b-59f5-4290-a316-b80703e028dd,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/62c33b3e-f59e-4959-9268-4561bf24c8e1,1
Direct/Unknown,https://cloudlabslearning.com/es/habilidades-para-el-siglo-xxi-que-debes-tener-en-cuenta,1
Direct/Unknown,https://cloudlabslearning.com/register/E7AFBBE49E,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/629273a0-82e2-41c3-b5d5-580b39a58c62,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/5be6f339-b10a-4680-9d4f-ece1606718b5,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/d18c06bb-ffa9-48b5-8d32-7d187f1e41c6,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/cf36c04c-c727-4aea-8b27-f310d4dde96f,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/cd2a96ea-4b06-4f59-a8c0-e93a752abab3,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/c56c7913-203d-41f3-967f-f38f7ba43499,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/c43ba72c-f05f-4497-a020-1100d87ab1e6,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/c3e6bbb5-0459-4071-9675-a563eb597f77,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/c1f46e42-8b86-46b7-bb9c-de92e3bbefa7,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/c06e3d06-fe54-4e4c-bb90-4f4801397ce8,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/baf9e825-364d-4fae-83f8-536a6fe81b7c,1
Direct/Unknown,https://cloudlabslearning.com/online-tools-for-fast-writing-of-academic-papers,1
Direct/Unknown,https://cloudlabslearning.com/news/blogs-and-news,1
Direct/Unknown,https://cloudlabslearning.com/middle-and-high-school,1
Direct/Unknown,https://cloudlabslearning.com/stem-instructional-design,1
Direct/Unknown,https://cloudlabslearning.com/login,1
Direct/Unknown,https://cloudlabslearning.com/register/491E45F21D,1
Direct/Unknown,https://cloudlabslearning.com/register/3F80C842E9,1
Direct/Unknown,https://cloudlabslearning.com/register/3F45BD268C,1
Direct/Unknown,https://cloudlabslearning.com/register/3C5090E152,1
Direct/Unknown,https://cloudlabslearning.com/register/353F359D73,1
Direct/Unknown,https://cloudlabslearning.com/register/295F75EC9A,1
Direct/Unknown,https://cloudlabslearning.com/register/26A6EBAC2F,1
Direct/Unknown,https://cloudlabslearning.com/register/23AB98625A,1
Direct/Unknown,https://cloudlabslearning.com/register/217482526A,1
Direct/Unknown,https://cloudlabslearning.com/regiser,1
Direct/Unknown,https://cloudlabslearning.com/pt/vamos-falar-de-aprendizagem-colaborativa,1
Direct/Unknown,https://cloudlabslearning.com/pt/pacotes-pt,1
Direct/Unknown,https://cloudlabslearning.com/verify/97A261,1
Direct/Unknown,https://cloudlabslearning.com/verify/7294FD,1
Direct/Unknown,https://cloudlabslearning.com/verify/386E65,1
Direct/Unknown,https://cloudlabslearning.com/register/DA341845CE,1
Direct/Unknown,https://cloudlabslearning.com/register/BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319%20BF83F8C319,1
Direct/Unknown,http://localhost:3000/,1
Direct/Unknown,https://cloudlabslearning.com/register/9FDFB9A9DE,1
Direct/Unknown,https://cloudlabslearning.com/register/9A018B45DA,1
Direct/Unknown,https://cloudlabslearning.com/register/89577793BC,1
Direct/Unknown,https://cloudlabslearning.com/register/88CD5BA59A,1
Direct/Unknown,https://cloudlabslearning.com/register/6FACBF324C,1
Direct/Unknown,https://cloudlabslearning.com/register/533AA4CB80,1
Direct/Unknown,https://cloudlabslearning.com/register/50A067CA1D,1
Direct/Unknown,https://landing.cloudlabs.media/auth/session/4ef2f2a7-9c9b-4cb5-a188-1551725b5494,1
https://cloudlabslearning.com/simulators/separation-of-mixtures-lab.html,https://cloudlabslearning.com/page-not-found,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/10051/Georgia/detail-curriculum/10052/Science/detail-grade/10058/Grade%202,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/10051/Georgia/detail-curriculum/10052/Science,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/10051/Georgia,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/1374/Florida/detail-curriculum/1375/Middle%20School,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/13253/California/detail-curriculum/13255/Mathematics/detail-grade/13280/Functions,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/13253/California/detail-curriculum/13255/Mathematics,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/12625/Illinois/detail-curriculum/12627/Mathematics%20(CCSS)/detail-grade/12656/Algebra,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/12625/Illinois/detail-curriculum/12627/Mathematics%20(CCSS)/detail-grade/12650/Grade%204,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/12625/Illinois/detail-curriculum/12627/Mathematics%20(CCSS),1
Direct/Unknown,https://cloudlabslearning.com/cloudlabs-in-brazil,1
Direct/Unknown,https://cloudlabslearning.com/cloudlabs-at-the-nsta-2023-national-conference-in-atlanta-innovating-in-stem-education,1
Direct/Unknown,https://cloudlabslearning.com/category/selection,1
Direct/Unknown,https://cloudlabslearning.com/blogs-and-news/99,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/11589/Maryland/detail-curriculum/11590/Natural%20Sciences,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/11589/Maryland,1
Direct/Unknown,https://landing-client-fgpmbqbusa-uc.a.run.app/,1
Direct/Unknown,https://gtm-msr.appspot.com/render,1
Direct/Unknown,https://cloudlabslearning.com/seven-tips-to-get-the-most-of-cloudlabs-virtual-stem-in-the-classroom,1
Direct/Unknown,https://cloudlabslearning.com/registro_sena,1
Direct/Unknown,https://cloudlabslearning.com/register/jorge.diaz@badajoz.salesianos.edu,1
Direct/Unknown,https://cloudlabslearning.com/register/Jorge,1
Direct/Unknown,https://cloudlabslearning.com/register/FA058FFCD3,1
Direct/Unknown,https://cloudlabslearning.com/register/F1AB4821E1,1
Direct/Unknown,https://cloudlabslearning.com/register/ED29C4EA34,1
Direct/Unknown,https://cloudlabslearning.com/register/EA88ECE882,1
External,http://localhost:10329/Proxy.aspx,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/5ae28674-c78c-4445-b830-3950a9fbbacc,1
Direct/Unknown,https://landing.cloudlabs.media/terms-conditions,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/3040d982-7510-4be4-8d35-d6d83a53db8a,1
Direct/Unknown,https://cloudlabslearning.com/blogs-and-news/98,1
Direct/Unknown,https://landing.cloudlabs.media/register/C713C40519,1
Direct/Unknown,https://cloudlabslearning.com/verify/1AA9BB,1
Direct/Unknown,https://cloudlabslearning.com/verify/0EBA64,1
Direct/Unknown,https://cloudlabslearning.com/the-importance-of-the-study-of-units-of-measurement-in-science-and-mathematics,1
Direct/Unknown,https://cloudlabslearning.com/testimonials,1
Direct/Unknown,https://cloudlabslearning.com/teachers,1
Direct/Unknown,https://cloudlabslearning.com/tag/physics,1
Direct/Unknown,https://cloudlabslearning.com/blogs-and-news/96,1
Direct/Unknown,https://landing.cloudlabs.media/auth/session/ebf447ea-c579-424d-9ec8-7f189ee96b1f,1
External,https://cloudlabslearning.com/blogs-and-news/59,1
External,https://cloudlabslearning.com/blogs-and-news/43,1
External,https://cloudlabslearning.com/blogs-and-news/132,1
https://cloudlabslearning.com/es/preguntas-frecuentes-store-cloudlabs,https://cloudlabslearning.com/page-not-found,1
https://cloudlabslearning.com/es/educacion-superior-cl,https://cloudlabslearning.com/page-not-found,1
Direct/Unknown,https://cloudlabslearning.com/verify/FA4E33,1
Direct/Unknown,https://cloudlabslearning.com/verify/F9472E,1
Direct/Unknown,https://cloudlabslearning.com/verify/E57F85,1
Direct/Unknown,https://cloudlabslearning.com/verify/CFF6EC,1
Direct/Unknown,https://cloudlabslearning.com/verify/B1A4C6,1
External,https://cloudlabs.us/page-not-found,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/ba72f681-8fb8-4317-8662-a7e2a26e2bf5,1
External,https://cloudlabslearning.com/curriculum/country-list/detail-country/17557/Tennessee/detail-curriculum/17558/Science/detail-grade/17569/Grade%208,1
External,https://cloudlabslearning.com/curriculum/country-list/detail-country/15796/Nebraska/detail-curriculum/15797/Sciences/detail-grade/15815/Plus%20Standards%20-%20Biology,1
External,https://cloudlabslearning.com/curriculum/country-list/detail-country/1374/Florida/detail-curriculum/3012/Kindergarten/detail-grade/3017/Physical%20Science,1
External,https://cloudlabslearning.com/curriculum/country-list/detail-country/1374/Florida/detail-curriculum/1454/High%20School/detail-grade/21671/Algebraic%20Reasoning,1
External,https://cloudlabslearning.com/curriculum/country-list/detail-country/1374/Florida/detail-curriculum/1454/High%20School/detail-grade/1484/Life%20Science,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/1a9c29d7-6693-4781-8b5c-bbed88fd4075,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/186dcc51-1b06-4194-8622-467fa85f2681,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/18071a00-a7ef-49d0-86ce-fd2f2fa2b5de,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/b615f23d-8e37-4c60-ba87-89e64929b5e6,1
Direct/Unknown,https://landing.cloudlabs.media/register/AD9CD8D668,1
Direct/Unknown,https://landing.cloudlabs.media/register/6E9C4CEF67,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/b3e12789-04e0-41cf-ad35-7ab52b176141,1
Direct/Unknown,https://landing.cloudlabs.media/privacy-policies,1
Direct/Unknown,https://landing.cloudlabs.media/hybrid-laboratories,1
External,https://cloudlabslearning.com/cloudlabs-stem-areas,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/90ef2672-74f1-4e7d-998c-38ee9ae6bb08,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/8468a041-98ee-4fa5-ba68-8b964fb95fa1,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/819d246b-376b-4645-b911-d3d96b2d05fa,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/79cac1e1-0399-431a-b289-cc7dedca8550,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/774b2e63-b486-4343-bfdd-efe0866944f2,1
External,https://cloudlabslearning.com/curriculum/country-list/detail-country/1374/Florida/detail-curriculum/1375/Middle%20School/detail-grade/1401/Grade%207,1
External,https://cloudlabslearning.com/curriculum/country-list/detail-country/11422/Alabama/detail-curriculum/11424/Mathematics/detail-grade/11573/Grade%205,1
External,https://cloudlabslearning.com/curriculum/country-list/detail-country/10831/Colorado/detail-curriculum/10832/Sciences/detail-grade/10847/Earth%20and%20Space%20Sciences,1
External,https://cloudlabslearning.com/curriculum/country-list/detail-country/10051/Georgia/detail-curriculum/10052/Science/detail-grade/10059/Grade%203,1
External,https://cloudlabslearning.com/auth/session/d9cb1b43-b9cd-4ba0-a39b-dfc2211c493e,1
External,https://cloudlabslearning.com/auth/session/689ae21b-2f84-4915-9353-297bb1fe9077,1
External,https://cloudlabslearning.com/auth/session/2cafa26f-7ebe-44fe-9ea2-239170ec70af,1
External,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2635/High%20School/detail-grade/3469/Statistics%20and%20Probability-Conditional%20Probability,1
External,https://cloudlabslearning.com/curriculum/country-list/detail-country/982/New%20Jersey/detail-curriculum/2632/Middle%20School/detail-grade/2655/Energy,1
External,https://cloudlabslearning.com/curriculum/country-list/detail-country/29/Colombia%20-%20DBA/detail-curriculum/33/Educaci%C3%B3n%20B%C3%A1sica%20Secundaria/detail-grade/201/Sexto%20(6%C2%B0),1
External,https://cloudlabslearning.com/curriculum/country-list/detail-country/17843/Kansas/detail-curriculum/20236/Science/detail-grade/20255/Earth%20and%20Space%20Sciences,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/b37cbc6a-cd8e-41f8-be05-a0291db41e36,1
External,https://cloudlabslearning.com/curriculum/detail-country/87/United%20States/detail-curriculum/119/Next%20Generation%20Science%20Standards/detail-grade/568/Earth%20and%20Space%20Science%20(ESS),1
Direct/Unknown,https://cloudlabslearning.com/auth/session/b28aae0f-d018-487a-80bd-5de2b4506389,1
External,https://cloudlabslearning.com/curriculum/detail-country/87/United%20States/detail-curriculum/119/Next%20Generation%20Science%20Standards,1
External,https://cloudlabslearning.com/curriculum/detail-country/87/United%20States,1
External,https://cloudlabslearning.com/sgi-policies,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/11471cb9-ea18-4182-b372-ba313c1e9267,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/0f64271b-6359-49e4-8c01-73e7f5fba236,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/0d036226-49d3-4778-83cb-3e711e0bed26,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/a2f5bd36-4ad5-470f-8db4-be374dffb8ed,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/a16dca27-950f-4f45-8aea-2858b3de8690,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/96877a10-b18c-40ee-9ca2-b966dc636db6,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/9649e929-2cd6-4491-88a5-6befc8777487,1
External,https://landing.cloudlabs.media/auth/session/4ccf13e4-5235-4b80-a544-aedcfdeee688,1
External,https://landing.cloudlabs.media/auth/session/45d19055-b589-435f-9b84-acb30980021e,1
Direct/Unknown,https://cloudlabslearning.com/blogs-and-news/85,1
Direct/Unknown,https://cloudlabslearning.com/blogs-and-news/81,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/11422/Alabama/detail-curriculum/11423/Natural%20Sciences,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/10831/Colorado/detail-curriculum/10833/Mathematics/detail-grade/10862/Geometry,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/10831/Colorado/detail-curriculum/10833/Mathematics/detail-grade/10859/Number%20and%20Quantity,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/10831/Colorado/detail-curriculum/10833/Mathematics/detail-grade/10857/Grade%207,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/10831/Colorado/detail-curriculum/10832/Sciences/detail-grade/10843/Grade%204,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/b0690d2f-0e9b-454d-a821-93e26e11df58,1
Direct/Unknown,https://cloudlabslearning.com/blogs-and-news/114,1
Direct/Unknown,https://cloudlabslearning.com/blogs-and-news/113,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/fbe9b75c-fe28-46f9-85f6-954ea5586bc6,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/f9022e57-a09f-4605-aafb-d0091794b220,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/10051/Georgia/detail-curriculum/10052/Science/detail-grade/10068/Earth%20Systems,1
Direct/Unknown,https://cloudlabslearning.com/curriculum/country-list/detail-country/10051/Georgia/detail-curriculum/10052/Science/detail-grade/10066/Chemistry,1
Direct/Unknown,https://cloudlabslearning.com/auth/session/aaca5e86-0114-4e3f-a246-4eed9a342688,1
External,https://landing.cloudlabs.media/auth/session/3827ee67-6ad0-4c92-8a3e-f0eb4a8293f1,1
External,https://landing.cloudlabs.media/auth/session/2ec93eb5-9eb5-4c10-95bc-5b39a7254acd,1
External,https://landing.cloudlabs.media/auth/session/2ddee2bb-a8ab-4c1c-a81a-1b6520552570,1
External,https://landing.cloudlabs.media/auth/session/2cfcd69e-81e3-493d-b160-e113501da78c,1
External,https://landing.cloudlabs.media/auth/session/2c8e5bf0-3a88-465e-9125-d3904cbfad8e,1
External,https://landing.cloudlabs.media/auth/session/2a5b25b9-78e9-4e97-a04e-75616469d2c1,1
Direct/Unknown,https://cloudlabslearning.com/blogs-and-news/43,1
Direct/Unknown,http://cloudlabs.us/,1
External,https://cloudlabslearning.com/family-parents-and-students,1
External,https://cloudlabslearning.com/es_co,1
External,https://landing.cloudlabs.media/auth/session/ab96d65e-554d-4d74-9db5-dfacdd7f60d2,1
External,https://landing.cloudlabs.media/auth/session/9b83c76b-79fc-4a06-b418-057a91712046,1
External,https://landing.cloudlabs.media/auth/session/9996f0a9-6d95-4c63-b97f-ce3f975c6ca9,1
External,https://landing.cloudlabs.media/auth/session/928e6f24-e2d8-44d3-97ce-f0051f7cd2a0,1
External,https://landing.cloudlabs.media/auth/session/916c319e-bef3-4658-b601-425e09eee1c5,1
External,https://landing.cloudlabs.media/auth/session/8c242670-d566-4b3f-bf8f-8180f3fe161f,1
External,https://landing.cloudlabs.media/auth/session/888e844b-bdb6-43c9-808f-dc5d9c7142e9,1
External,https://landing.cloudlabs.media/auth/session/84168083-56bd-40bc-9554-ec7925974206,1
External,https://landing.cloudlabs.media/auth/session/81a16f7f-1ff5-44df-8a14-d6bc166f2d16,1
External,https://landing.cloudlabs.media/auth/session/7efaff5f-e45a-4208-b934-2f4391c31ea6,1
External,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND#error=login_required&state=8fa3056b-ebbf-421a-88f7-6cd0905df184,1
External,https://cloudlabslearning.com/registro_sena,1
External,https://cloudlabslearning.com/register/BAA4626FD0,1
External,https://cloudlabslearning.com/register/3F80C842E9,1
External,https://cloudlabslearning.com/pt/sobre-cloudlabs,1
External,https://landing.cloudlabs.media/auth/session/55039239-9649-468d-b7ed-ed1cc9bf1fca,1
External,https://landing.cloudlabs.media/auth/session/511d348d-ee43-4d9c-950f-f268ba1edf76,1
External,https://landing.cloudlabs.media/request-demo?err=SUBSCRIPTION_NOT_FOUND,1
External,https://landing.cloudlabs.media/hybrid-laboratories,1
https://cloudlabslearning.com/login,https://cloudlabslearning.com/,1
External,https://landing.cloudlabs.media/auth/session/fe5ddcd8-f657-4c8b-98cf-c9be2f31ecc3,1
External,https://landing.cloudlabs.media/auth/session/ef310e4d-b442-4b4c-9b6f-1e275c8d700a,1
External,https://landing.cloudlabs.media/auth/session/ee6e8a31-afa0-44ed-bac7-e89e805305a4,1
External,https://landing.cloudlabs.media/auth/session/e4448e33-de45-4be6-bc8a-098fa012f648,1
External,https://landing.cloudlabs.media/auth/session/1c8d67f0-1b99-47a7-bd4e-ce2cf34c59d1,1
External,https://landing.cloudlabs.media/auth/session/1342101d-e21c-41d7-84a0-542bee85115e,1
External,https://landing.cloudlabs.media/auth/session/abb1855c-0fc6-4803-9c1f-25ea404cbf1c,1
External,https://landing.cloudlabs.media/auth/session/c1afc7a4-7b96-432c-b3d4-b0dc1674d71f,1
External,https://landing.cloudlabs.media/auth/session/bd1aedb6-74da-4d5f-8f90-b63295f3044b,1
https://cloudlabslearning.com/](https://cloudlabslearning.com/),https://cloudlabslearning.com/,1
https://cloudlabslearning.com/.well-known/change-password,https://cloudlabslearning.com/,1
https://cloudlabslearning.com/,https://cloudlabslearning.com/support,1
https://cloudlabslearning.com/,https://cloudlabslearning.com/request-demo,1
https://cloudlabslearning.com/,https://cloudlabslearning.com/pedagogical-approach,1
https://cloudlabslearning.com/,https://cloudlabslearning.com/curriculum/country-list/detail-country/29/Colombia%20-%20DBA/detail-curriculum/33/Educaci%C3%B3n%20B%C3%A1sica%20Secundaria,1
https://cloudlabslearning.com/,https://cloudlabslearning.com/curriculum/country-list,1
External,https://landing.cloudlabs.media/auth/session/7709fc7b-1b58-4ed2-9e0b-7b17ef58a855,1
External,https://landing.cloudlabs.media/auth/session/724a0c73-053e-42d8-86a8-8001e8ee1722,1
